code,iata,icao,lat,lon,elevation,name,city,region,country,continent
KYD,KYD,RCLY,22.027000427246094,121.53500366210938,44.0,Lanyu Airport,Orchid Island,Taitung County,Taiwan,Europe
RMQ,RMQ,RCMQ,24.264699935913086,120.62100219726562,663.0,Taichung Ching Chuang Kang Airport,Taichung City,Taichung (city),Taiwan,Europe
MFK,MFK,RCMT,26.224199,120.002998,41.0,Matsu Beigan Airport,Beigan Island,Lienchiang County,Taiwan,Europe
TNN,TNN,RCNN,22.95039939880371,120.20600128173828,63.0,Tainan Airport,Tainan City,Tainan City,Taiwan,Europe
MZG,MZG,RCQC,23.568700790405273,119.62799835205078,103.0,Makung Airport,Makung City,Penghu County,Taiwan,Europe
,,RCSP,10.377089,114.365637,0.0,Taiping Island Airport,,Kaohsiung County,Taiwan,Europe
PIF,PIF,RCSQ,22.700199127197266,120.48200225830078,97.0,Pingtung North Airport,Pingtung,Pingtung County,Taiwan,Europe
TSA,TSA,RCSS,25.069400787353516,121.552001953125,18.0,Taipei Songshan Airport,Taipei City,Taipei (municipality),Taiwan,Europe
TPE,TPE,RCTP,25.0777,121.233002,106.0,Taiwan Taoyuan International Airport,Taipei,Taoyuan County,Taiwan,Europe
HUN,HUN,RCYU,24.023099899291992,121.61799621582031,52.0,Hualien Airport,Hualien City,Hualien County,Taiwan,Europe
RHT,RHT,RHT,39.2133,101.6442,4860.0,Alxa Right Banner-Badanjilin Airport,Badanjilin,Inner Mongolia Autonomous Region,China,Europe
NRT,NRT,RJAA,35.7647018433,140.386001587,141.0,Narita International Airport,Tokyo,Chiba Prefecture,Japan,Europe
MMJ,MMJ,RJAF,36.16680145263672,137.92300415039062,2182.0,Matsumoto Airport,Matsumoto,Nagano Prefecture,Japan,Europe
IBR,IBR,RJAH,36.181098938,140.414993286,105.0,Hyakuri Airport,Omitama,Ibaraki Prefecture,Japan,Europe
,,RJAN,34.3694000244,139.268997192,92.0,Niijima Airport,Niijima Village,Tōkyō Prefecture,Japan,Europe
KIX,KIX,RJBB,34.42729949951172,135.24400329589844,26.0,Kansai International Airport,Osaka,Ōsaka Prefecture,Japan,Europe
SHM,SHM,RJBD,33.6622009277,135.363998413,298.0,Nanki Shirahama Airport,Shirahama,Wakayama Prefecture,Japan,Europe
UKB,UKB,RJBE,34.6328010559082,135.2239990234375,22.0,Kobe Airport,Kobe,Hyōgo Prefecture,Japan,Europe
OBO,OBO,RJCB,42.7332992554,143.216995239,505.0,Tokachi-Obihiro Airport,Obihiro,Hokkaidō Prefecture,Japan,Europe
CTS,CTS,RJCC,42.77519989013672,141.69200134277344,82.0,New Chitose Airport,Chitose / Tomakomai,Hokkaidō Prefecture,Japan,Europe
HKD,HKD,RJCH,41.7700004578,140.822006226,151.0,Hakodate Airport,Hakodate,Hokkaidō Prefecture,Japan,Europe
KUH,KUH,RJCK,43.041000366199995,144.192993164,327.0,Kushiro Airport,Kushiro,Hokkaidō Prefecture,Japan,Europe
MMB,MMB,RJCM,43.8805999756,144.164001465,135.0,Memanbetsu Airport,Ōzora,Hokkaidō Prefecture,Japan,Europe
SHB,SHB,RJCN,43.5774993896,144.960006714,234.0,Nakashibetsu Airport,Nakashibetsu,Hokkaidō Prefecture,Japan,Europe
OKD,OKD,RJCO,43.117447,141.38134,25.0,Okadama Airport,Sapporo,Hokkaidō Prefecture,Japan,Europe
WKJ,WKJ,RJCW,45.4042015076,141.800994873,30.0,Wakkanai Airport,Wakkanai,Hokkaidō Prefecture,Japan,Europe
AXJ,AXJ,RJDA,32.482498,130.158997,340.0,Amakusa Airport,,Kumamoto Prefecture,Japan,Europe
IKI,IKI,RJDB,33.7490005493,129.785003662,41.0,Iki Airport,Iki,Nagasaki Prefecture,Japan,Europe
UBJ,UBJ,RJDC,33.930000305200004,131.279006958,23.0,Yamaguchi Ube Airport,Ube,Yamaguchi Prefecture,Japan,Europe
TSJ,TSJ,RJDT,34.2849006653,129.330993652,213.0,Tsushima Airport,Tsushima,Nagasaki Prefecture,Japan,Europe
MBE,MBE,RJEB,44.303901672399995,143.404006958,80.0,Monbetsu Airport,Monbetsu,Hokkaidō Prefecture,Japan,Europe
AKJ,AKJ,RJEC,43.670799255371094,142.44700622558594,721.0,Asahikawa Airport,Asahikawa / Hokkaidō,Hokkaidō Prefecture,Japan,Europe
OIR,OIR,RJEO,42.0717010498,139.432998657,161.0,Okushiri Airport,Okushiri Island,Hokkaidō Prefecture,Japan,Europe
RIS,RIS,RJER,45.2420005798,141.186004639,112.0,Rishiri Airport,Rishiri,Hokkaidō Prefecture,Japan,Europe
FUJ,FUJ,RJFE,32.66630172729492,128.83299255371094,273.0,Fukue Airport,Goto,Nagasaki Prefecture,Japan,Europe
FUK,FUK,RJFF,33.585899353027344,130.4510040283203,32.0,Fukuoka Airport,Fukuoka,Fukuoka Prefecture,Japan,Europe
TNE,TNE,RJFG,30.605100631699997,130.990997314,768.0,New Tanegashima Airport,Tanegashima,Kagoshima Prefecture,Japan,Europe
KOJ,KOJ,RJFK,31.80340003967285,130.718994140625,906.0,Kagoshima Airport,Kagoshima,Kagoshima Prefecture,Japan,Europe
KMI,KMI,RJFM,31.877199173,131.449005127,20.0,Miyazaki Airport,Miyazaki,Miyazaki Prefecture,Japan,Europe
OIT,OIT,RJFO,33.479400634799994,131.736999512,19.0,Oita Airport,Oita,Ōita Prefecture,Japan,Europe
KKJ,KKJ,RJFR,33.8459014893,131.035003662,21.0,Kitakyūshū Airport,Kitakyūshū,Fukuoka Prefecture,Japan,Europe
HSG,HSG,RJFS,33.149700164799995,130.302001953,6.0,Saga Airport,Saga,Saga Prefecture,Japan,Europe
KMJ,KMJ,RJFT,32.83729934692383,130.85499572753906,642.0,Kumamoto Airport,Kumamoto,Kumamoto Prefecture,Japan,Europe
NGS,NGS,RJFU,32.916900634799994,129.914001465,15.0,Nagasaki Airport,Nagasaki,Nagasaki Prefecture,Japan,Europe
NGO,NGO,RJGG,34.8583984375,136.80499267578125,15.0,Chubu Centrair International Airport,Tokoname,Aichi Prefecture,Japan,Europe
ASJ,ASJ,RJKA,28.430599212646484,129.71299743652344,27.0,Amami Airport,Amami,Kagoshima Prefecture,Japan,Europe
OKE,OKE,RJKB,27.4255008698,128.701004028,101.0,Okierabu Airport,Okinoerabujima,Kagoshima Prefecture,Japan,Europe
KKX,KKX,RJKI,28.321300506599997,129.927993774,21.0,Kikai Airport,Kikai,Kagoshima Prefecture,Japan,Europe
TKN,TKN,RJKN,27.83639907836914,128.88099670410156,17.0,Tokunoshima Airport,Tokunoshima,Kagoshima Prefecture,Japan,Europe
NKM,NKM,RJNA,35.255001068115234,136.9239959716797,52.0,Nagoya Airport,Nagoya,Aichi Prefecture,Japan,Europe
KMQ,KMQ,RJNK,36.39459991455078,136.40699768066406,36.0,Komatsu Airport,Kanazawa,Ishikawa Prefecture,Japan,Europe
OKI,OKI,RJNO,36.18109893798828,133.3249969482422,311.0,Oki Airport,Okinoshima,Shimane Prefecture,Japan,Europe
FSZ,FSZ,rjns,34.7960434679,138.18775177,433.0,Mt. Fuji Shizuoka Airport,Makinohara / Shimada,Shizuoka Prefecture,Japan,Europe
TOY,TOY,RJNT,36.64830017089844,137.18800354003906,95.0,Toyama Airport,Toyama,Toyama Prefecture,Japan,Europe
NTQ,NTQ,RJNW,37.2930984497,136.962005615,718.0,Noto Airport,Wajima,Ishikawa Prefecture,Japan,Europe
HIJ,HIJ,RJOA,34.4361000061,132.919006348,1088.0,Hiroshima Airport,Hiroshima,Hiroshima Prefecture,Japan,Europe
OKJ,OKJ,RJOB,34.7569007874,133.854995728,806.0,Okayama Airport,Okayama City,Okayama Prefecture,Japan,Europe
IZO,IZO,RJOC,35.4136009216,132.88999939,15.0,Izumo Airport,Izumo,Shimane Prefecture,Japan,Europe
YGJ,YGJ,RJOH,35.4921989440918,133.23599243164062,20.0,Miho Yonago Airport,Yonago,Shimane Prefecture,Japan,Europe
IWK,IWK,RJOI,34.143902,132.235992,7.0,Iwakuni Marine Corps Air Station,Iwakuni,Yamaguchi Prefecture,Japan,Europe
KCZ,KCZ,RJOK,33.546101,133.669006,42.0,Kōchi Ryōma Airport,Nankoku,Kōchi Prefecture,Japan,Europe
MYJ,MYJ,RJOM,33.82720184326172,132.6999969482422,25.0,Matsuyama Airport,Matsuyama,Ehime Prefecture,Japan,Europe
ITM,ITM,RJOO,34.785499572753906,135.43800354003906,50.0,Osaka International Airport,Osaka,Ōsaka Prefecture,Japan,Europe
TTJ,TTJ,RJOR,35.5301017761,134.167007446,65.0,Tottori Airport,Tottori,Tottori Prefecture,Japan,Europe
TKS,TKS,RJOS,34.132801,134.606995,26.0,Tokushima Airport/JMSDF Air Base,Tokushima,Tokushima Prefecture,Japan,Europe
TAK,TAK,RJOT,34.214199066199996,134.01600647,607.0,Takamatsu Airport,Takamatsu,Kagawa Prefecture,Japan,Europe
IWJ,IWJ,RJOW,34.676399231,131.789993286,184.0,Iwami Airport,Masuda,Shimane Prefecture,Japan,Europe
AOJ,AOJ,RJSA,40.73469924926758,140.6909942626953,664.0,Aomori Airport,Aomori,Aomori Prefecture,Japan,Europe
GAJ,GAJ,RJSC,38.411899566699994,140.371002197,353.0,Yamagata Airport,Yamagata,Yamagata Prefecture,Japan,Europe
SDS,SDS,RJSD,38.0601997375,138.414001465,88.0,Sado Airport,Sado,Niigata Prefecture,Japan,Europe
FKS,FKS,RJSF,37.22740173339844,140.43099975585938,1221.0,Fukushima Airport,Sukagawa,Fukusima Prefecture,Japan,Europe
HNA,HNA,RJSI,39.4286003112793,141.13499450683594,297.0,Hanamaki Airport,,Iwate Prefecture,Japan,Europe
AXT,AXT,RJSK,39.6156005859375,140.218994140625,313.0,Akita Airport,Akita,Akita Prefecture,Japan,Europe
MSJ,MSJ,RJSM,40.703201293899994,141.367996216,119.0,Misawa Air Base,Misawa,Aomori Prefecture,Japan,Europe
KIJ,KIJ,RJSN,37.9558982849,139.121002197,29.0,Niigata Airport,Niigata,Niigata Prefecture,Japan,Europe
ONJ,ONJ,RJSR,40.1918983459,140.371002197,292.0,Odate Noshiro Airport,Odate,Akita Prefecture,Japan,Europe
SDJ,SDJ,RJSS,38.1397018433,140.917007446,15.0,Sendai Airport,Sendai,Miyagi Prefecture,Japan,Europe
SYO,SYO,RJSY,38.81219863889999,139.787002563,86.0,Shonai Airport,Shonai,Yamagata Prefecture,Japan,Europe
,,RJTF,35.67169952392578,139.5279998779297,141.0,Chofu Airport,Tokyo,Tōkyō Prefecture,Japan,Europe
HAC,HAC,RJTH,33.1150016785,139.785995483,303.0,Hachijojima Airport,Hachijojima,Tōkyō Prefecture,Japan,Europe
OIM,OIM,RJTO,34.782001495399996,139.36000061,130.0,Oshima Airport,Izu Oshima,Tōkyō Prefecture,Japan,Europe
MYE,MYE,RJTQ,34.073600769,139.559997559,67.0,Miyakejima Airport,Miyakejima,Tōkyō Prefecture,Japan,Europe
HND,HND,RJTT,35.552299,139.779999,35.0,Tokyo Haneda International Airport,Tokyo,Tōkyō Prefecture,Japan,Europe
,,RKDD,37.239445,131.868781,270.0,N 105 Helipad,Dokdo (Liancort Rocks),Gyeongsangbugdo,South Korea,Europe
MWX,MWX,RKJB,34.991406,126.382814,35.0,Muan International Airport,Piseo-ri (Muan),Jeonranamdo,South Korea,Europe
KWJ,KWJ,RKJJ,35.123173,126.805444,39.0,Gwangju Airport,Gwangju,Gwangju Gwang'yeogsi,South Korea,Europe
KUV,KUV,RKJK,35.90380096435547,126.61599731445312,29.0,Kunsan Air Base,Kunsan,Jeonrabugdo,South Korea,Europe
RSU,RSU,RKJY,34.84230041503906,127.61699676513672,53.0,Yeosu Airport,Yeosu,Jeonranamdo,South Korea,Europe
WJU,WJU,RKNW,37.441201,127.963858,329.0,Wonju/Hoengseong Air Base (K-38/K-46),Wonju,Gang'weondo,South Korea,Europe
YNY,YNY,RKNY,38.061298,128.669006,241.0,Yangyang International Airport,Gonghang-ro,Gang'weondo,South Korea,Europe
CJU,CJU,RKPC,33.51129913330078,126.49299621582031,118.0,Jeju International Airport,Jeju City,Jejudo,South Korea,Europe
PUS,PUS,RKPK,35.1795005798,128.93800354,6.0,Gimhae International Airport,Busan,Busan Gwang'yeogsi,South Korea,Europe
HIN,HIN,RKPS,35.088591,128.071747,25.0,Sacheon Air Base/Airport,Sacheon,Gyeongsangnamdo,South Korea,Europe
USN,USN,RKPU,35.59349823,129.352005005,45.0,Ulsan Airport,Ulsan,Ulsan Gwang'yeogsi,South Korea,Europe
ICN,ICN,RKSI,37.46910095214844,126.45099639892578,23.0,Incheon International Airport,Seoul,Incheon Gwang'yeogsi,South Korea,Europe
GMP,GMP,RKSS,37.5583000183,126.791000366,58.0,Gimpo International Airport,Seoul,Seoul Teugbyeolsi,South Korea,Europe
KPO,KPO,RKTH,35.987955,129.420383,70.0,Pohang Airport (G-815/K-3),Pohang,Gyeongsangbugdo,South Korea,Europe
TAE,TAE,RKTN,35.896872,128.65531,116.0,Daegu Airport,Daegu,Daegu Gwang'yeogsi,South Korea,Europe
CJJ,CJJ,RKTU,36.717008,127.498741,191.0,Cheongju International Airport/Cheongju Air Base (K-59/G-513),Cheongju,Chungcheongbugdo,South Korea,Europe
OKA,OKA,ROAH,26.1958007812,127.646003723,12.0,Naha Airport,Naha,Okinawa Prefecture,Japan,Europe
ISG,ISG,ROIG,24.344499588,124.18699646,93.0,Ishigaki Airport,Ishigaki,Okinawa Prefecture,Japan,Europe
UEO,UEO,ROKJ,26.363500595092773,126.71399688720703,23.0,Kumejima Airport,,Okinawa Prefecture,Japan,Europe
MMD,MMD,ROMD,25.8465003967,131.263000488,167.0,Minami-Daito Airport,Minamidaitō,Okinawa Prefecture,Japan,Europe
MMY,MMY,ROMY,24.782800674399997,125.294998169,150.0,Miyako Airport,Miyako City,Okinawa Prefecture,Japan,Europe
AGJ,AGJ,RORA,26.5925006866,127.240997314,38.0,Aguni Airport,Aguni,Okinawa Prefecture,Japan,Europe
KTD,KTD,RORK,25.9447002411,131.32699585,80.0,Kitadaito Airport,Kitadaitōjima,Okinawa Prefecture,Japan,Europe
TRA,TRA,RORT,24.653900146499996,124.675003052,36.0,Tarama Airport,Tarama,Okinawa Prefecture,Japan,Europe
RNJ,RNJ,RORY,27.0440006256,128.401992798,52.0,Yoron Airport,Yoronjima,Kagoshima Prefecture,Japan,Europe
OGN,OGN,ROYN,24.466899871826172,122.97799682617188,70.0,Yonaguni Airport,,Okinawa Prefecture,Japan,Europe
SFS,SFS,RPLB,14.794400215148926,120.27100372314453,64.0,Subic Bay International Airport,Olongapo City,Zambales Province,Philippines,Europe
CRK,CRK,RPLC,15.1859998703,120.559997559,484.0,Clark International Airport,Angeles City,Pampanga Province,Philippines,Europe
LAO,LAO,RPLI,18.1781005859375,120.53199768066406,25.0,Laoag International Airport,Laoag City,Ilocos Norte Province,Philippines,Europe
MNL,MNL,RPLL,14.5086,121.019997,75.0,Ninoy Aquino International Airport,Manila,(unassigned),Philippines,Europe
CYU,CYU,RPLO,10.858099937438965,121.06900024414062,0.0,Cuyo Airport,Cuyo,Palawan Province,Philippines,Europe
LGP,LGP,RPLP,13.1575,123.735,66.0,Legazpi City International Airport,Legazpi City,Albay Province,Philippines,Europe
CBO,CBO,RPMC,7.1652398109436035,124.20999908447266,189.0,Awang Airport,Cotabato City,Maguindanao Province,Philippines,Europe
DVO,DVO,RPMD,7.1255202293396,125.64600372314453,96.0,Francisco Bangoy International Airport,Davao City,Davao Province,Philippines,Europe
BXU,BXU,RPME,8.9515,125.4788,141.0,Bancasi Airport,Butuan City,Agusan del Norte Province,Philippines,Europe
DPL,DPL,RPMG,8.60198349877,123.341875076,12.0,Dipolog Airport,Dipolog City,Zamboanga del Norte Province,Philippines,Europe
CGM,CGM,RPMH,9.253520011901855,124.70700073242188,53.0,Camiguin Airport,,Camiguin Province,Philippines,Europe
JOL,JOL,RPMJ,6.0536699295043945,121.01100158691406,118.0,Jolo Airport,,Sulu Province,Philippines,Europe
SGS,SGS,RPMN,5.046989917755127,119.74299621582031,15.0,Sanga Sanga Airport,,Tawi-Tawi Province,Philippines,Europe
PAG,PAG,RPMP,7.83073144787,123.461179733,5.0,Pagadian Airport,Pagadian City,Zamboanga del Sur Province,Philippines,Europe
GES,GES,RPMR,6.05800008774,125.096000671,505.0,General Santos International Airport,General Santos,South Cotabato Province,Philippines,Europe
SUG,SUG,RPMS,9.755838325629998,125.480947495,20.0,Surigao Airport,Surigao City,Surigao del Norte Province,Philippines,Europe
TDG,TDG,RPMW,9.072110176086426,126.1709976196289,16.0,Tandag Airport,,Surigao del Sur Province,Philippines,Europe
ZAM,ZAM,RPMZ,6.922420024871826,122.05999755859375,33.0,Zamboanga International Airport,Zamboanga City,Zamboanga del Sur Province,Philippines,Europe
IAO,IAO,RPNS,9.8591003418,126.013999939,10.0,Siargao Airport,Del Carmen,Surigao del Norte Province,Philippines,Europe
RZP,RZP,RPSD,10.81874,119.507697,80.0,Cesar Lim Rodriguez Airport,Taytay Airport Sandoval Airport,Palawan Province,Philippines,Europe
BAG,BAG,RPUB,16.375099182128906,120.62000274658203,4251.0,Loakan Airport,Baguio City,Benguet Province,Philippines,Europe
SJI,SJI,RPUH,12.361499786399998,121.04699707,14.0,San Jose Airport,San Jose,Mindoro Occidental Province,Philippines,Europe
WNP,WNP,RPUN,13.58489990234375,123.2699966430664,142.0,Naga Airport,Naga,Camarines Sur Province,Philippines,Europe
BSO,BSO,RPUO,20.4512996674,121.980003357,291.0,Basco Airport,Basco,Cagayan Province,Philippines,Europe
BQA,BQA,RPUR,15.7298002243,121.5,108.0,Dr.Juan C. Angara Airport,Baler,Aurora Province,Philippines,Europe
SFE,SFE,RPUS,16.595600128173828,120.3030014038086,13.0,San Fernando Airport,,La Union Province,Philippines,Europe
TUG,TUG,RPUT,17.6433676823,121.733150482,70.0,Tuguegarao Airport,Tuguegarao City,Cagayan Province,Philippines,Europe
VRC,VRC,RPUV,13.576399803161621,124.20600128173828,121.0,Virac Airport,Virac,Catanduanes Province,Philippines,Europe
CYZ,CYZ,RPUY,16.9298992157,121.752998352,200.0,Cauayan Airport,Cauayan City,Isabela Province,Philippines,Europe
TAC,TAC,RPVA,11.2276000977,125.027999878,10.0,Daniel Z. Romualdez Airport,Tacloban City,Leyte Province,Philippines,Europe
BCD,BCD,RPVB,10.7764,123.014999,82.0,Bacolod-Silay City International Airport,Bacolod City,Negroe Occidental Province,Philippines,Europe
CYP,CYP,RPVC,12.072699546813965,124.54499816894531,12.0,Calbayog Airport,Calbayog City,Western Samar Province,Philippines,Europe
DGT,DGT,RPVD,9.3337097168,123.300003052,15.0,Sibulan Airport,Dumaguete City,Negros Oriental Province,Philippines,Europe
MPH,MPH,RPVE,11.9245,121.954002,7.0,Godofredo P. Ramos Airport,Malay,Aklan Province,Philippines,Europe
CRM,CRM,RPVF,12.502400398254395,124.63600158691406,6.0,Catarman National Airport,Catarman,Northern Samar Province,Philippines,Europe
ILO,ILO,RPVI,10.833017,122.493358,27.0,Iloilo International Airport,Iloilo City,Iloilo Province,Philippines,Europe
MBT,MBT,RPVJ,12.369400024399999,123.628997803,26.0,Moises R. Espinosa Airport,Masbate,Masbate Province,Philippines,Europe
KLO,KLO,RPVK,11.679400444,122.375999451,14.0,Kalibo International Airport,Kalibo,Aklan Province,Philippines,Europe
CEB,CEB,RPVM,10.307499885559,123.97899627686,31.0,Mactan Cebu International Airport,Lapu-Lapu City,Cebu Province,Philippines,Europe
PPS,PPS,RPVP,9.742119789123535,118.75900268554688,71.0,Puerto Princesa Airport,Puerto Princesa City,Palawan Province,Philippines,Europe
RXS,RXS,RPVR,11.597700119018555,122.75199890136719,10.0,Roxas Airport,Roxas City,Capiz Province,Philippines,Europe
TAG,TAG,RPVT,9.664079666137695,123.85299682617188,38.0,Tagbilaran Airport,Tagbilaran City,Bohol Province,Philippines,Europe
TBH,TBH,RPVU,12.3109998703,122.084999084,10.0,Tugdan Airport,Tablas Island,Romblon Province,Philippines,Europe
USU,USU,RPVV,12.1215000153,120.099998474,148.0,Francisco B. Reyes Airport,Coron,Palawan Province,Philippines,Europe
RTS,RTS,RTS,-32.0067,115.5367,0.0,(Duplicate) Rottnest Island Airport,,Western Australia,Australia,Europe
GRV,GRV,RU-0035,43.388302,45.698601,548.0,Grozny North Airport,Grozny,Chechen Republic,Russia,Europe
,,RU-0050,67.98666381835938,75.0999984741211,108.0,Yamburg Airport,Yamburg,Yamalo-Nenets Autonomous Okrug,Russia,Europe
,,RU-0143,53.15999984741211,158.38499450683594,0.0,Avachinskiy Heliport,Yelizovo,Kamchatka Krai,Russia,Europe
,,RU-0189,64.61799621579999,30.687000274699997,681.0,Kostomuksha Airport,Kostomuksha,Republic of Karelia,Russia,Europe
,,RU-0294,54.5217291038,134.423046112,0.0,Udskoye Airport,Udskoye,Khabarovsk Krai,Russia,Europe
,,RU-8226,45.25170135498047,148.31199645996094,59.0,Vetrovoye Air Base,Burevestnik,Sakhalin Oblast,Russia,Europe
LPS,LPS,S31,48.4838981628418,-122.93800354003906,209.0,Lopez Island Airport,Lopez,Washington,United States,Europe
KEH,KEH,S60,47.7547988892,-122.259002686,14.0,Kenmore Air Harbor Inc Seaplane Base,Kenmore,Washington,United States,Europe
,,SA10,-26.2959,-59.5353,262.0,Estancia Don Panos Airport,Presidencia Roca,Chaco Province,Argentina,Europe
PRA,PRA,SAAP,-31.7948,-60.4804,242.0,General Urquiza Airport,Parana,Entre Ríos Province,Argentina,Europe
ROS,ROS,SAAR,-32.9036,-60.785,85.0,Islas Malvinas Airport,Rosario,Santa Fe Province,Argentina,Europe
SFN,SFN,SAAV,-31.7117,-60.8117,55.0,Sauce Viejo Airport,Santa Fe,Santa Fe Province,Argentina,Europe
AEP,AEP,SABE,-34.5592,-58.4156,18.0,Jorge Newbery Airpark,Buenos Aires,Capital federal,Argentina,Europe
COR,COR,SACO,-31.323601,-64.208,1604.0,Ingeniero Ambrosio Taravella Airport,Cordoba,Córdoba Province,Argentina,Europe
EZE,EZE,SAEZ,-34.8222,-58.5358,67.0,Ministro Pistarini International Airport,Buenos Aires,Buenos Aires Province,Argentina,Europe
MDZ,MDZ,SAME,-32.8316993713,-68.7929000854,2310.0,El Plumerillo Airport,Mendoza,Mendoza Province,Argentina,Europe
AFA,AFA,SAMR,-34.588299,-68.4039,2470.0,Suboficial Ay Santiago Germano Airport,San Rafael,Mendoza Province,Argentina,Europe
CTC,CTC,SANC,-28.5956001282,-65.751701355,1522.0,Catamarca Airport,Catamarca,Catamarca Province,Argentina,Europe
SDE,SDE,SANE,-27.765556335399996,-64.3099975586,656.0,Vicecomodoro Angel D. La Paz Aragonés Airport,Santiago del Estero,Santiago del Estero Province,Argentina,Europe
IRJ,IRJ,SANL,-29.3815994263,-66.7957992554,1437.0,Capitan V A Almonacid Airport,La Rioja,La Rioja Province,Argentina,Europe
RHD,RHD,SANR,-27.4966,-64.93595,935.0,Termas de Río Hondo international Airport,Termas de Río Hondo,Santiago del Estero Province,Argentina,Europe
TUC,TUC,SANT,-26.8409,-65.104897,1493.0,Teniente Benjamin Matienzo Airport,San Miguel de Tucumán,Tucumán Province,Argentina,Europe
UAQ,UAQ,SANU,-31.571501,-68.418198,1958.0,Domingo Faustino Sarmiento Airport,San Juan,San Juan Province,Argentina,Europe
LUQ,LUQ,SAOU,-33.2732009888,-66.3563995361,2328.0,Brigadier Mayor D Cesar Raul Ojeda Airport,San Luis,San Luis Province,Argentina,Europe
,,SAOV,-32.3201,-63.22663,670.0,Presidente Néstor Kirchner Regionsl Airport,Villa Maria,Córdoba Province,Argentina,Europe
CNQ,CNQ,SARC,-27.4455,-58.7619,202.0,Corrientes Airport,Corrientes,Corrientes Province,Argentina,Europe
RES,RES,SARE,-27.45,-59.0561,173.0,Resistencia International Airport,Resistencia,Chaco Province,Argentina,Europe
FMA,FMA,SARF,-26.2127,-58.2281,193.0,Formosa Airport,Formosa,Formosa Province,Argentina,Europe
IGR,IGR,SARI,-25.737300872800002,-54.473400116,916.0,Cataratas Del Iguazú International Airport,Puerto Iguazu,Misiones Province,Argentina,Europe
PSS,PSS,SARP,-27.3858,-55.9707,430.0,Libertador Gral D Jose De San Martin Airport,Posadas,Misiones Province,Argentina,Europe
SLA,SLA,SASA,-24.856000900299996,-65.4861984253,4088.0,Martin Miguel De Guemes International Airport,Salta,Salta Province,Argentina,Europe
JUJ,JUJ,SASJ,-24.3927993774,-65.0978012085,3019.0,Gobernador Horacio Guzman International Airport,San Salvador de Jujuy,Jujuy Province,Argentina,Europe
